,birth_country,year,destination,values
0,Australia,2016,Australia,"17,278,800"
1,Norfolk Island,2016,Australia,770
2,"Aust E T, nec",2016,Australia,0
3,New Zealand,2016,Australia,"568,170"
4,New Caledonia,2016,Australia,"1,590"
5,PNG,2016,Australia,"34,260"
6,Solomon Islands,2016,Australia,"2,360"
7,Vanuatu,2016,Australia,"1,400"
8,Guam,2016,Australia,120
9,Kiribati,2016,Australia,640
10,Marshall Is,2016,Australia,50
11,"Micronesia, F S",2016,Australia,30
12,Nauru,2016,Australia,710
13,N Mariana Is,2016,Australia,30
14,Palau,2016,Australia,30
15,Cook Islands,2016,Australia,"8,140"
16,Fiji,2016,Australia,"73,970"
17,French Poly,2016,Australia,540
18,Niue,2016,Australia,970
19,Samoa,2016,Australia,"28,820"
20,Samoa American,2016,Australia,430
21,Tokelau,2016,Australia,660
22,Tonga,2016,Australia,"11,980"
23,Tuvalu,2016,Australia,190
24,Wallis/Futuna,2016,Australia,20
25,Pitcairn Is,2016,Australia,10
26,"Polynesia, nec",2016,Australia,10
27,Adelie Land,2016,Australia,0
28,Argentinian A T,2016,Australia,0
29,Australian A T,2016,Australia,0
30,British A T,2016,Australia,0
31,Chilean A T,2016,Australia,0
32,Queen Maud Land,2016,Australia,0
33,Ross Dependency,2016,Australia,0
34,England,2016,Australia,"1,002,060"
35,Isle of Man,2016,Australia,930
36,N'thern Ireland,2016,Australia,"26,730"
37,Scotland,2016,Australia,"137,760"
38,Wales,2016,Australia,"32,360"
39,Guernsey,2016,Australia,870
40,Jersey,2016,Australia,"1,380"
41,Ireland,2016,Australia,"88,020"
42,Austria,2016,Australia,"17,470"
43,Belgium,2016,Australia,"7,370"
44,France,2016,Australia,"37,470"
45,Germany,2016,Australia,"116,700"
46,Liechtenstein,2016,Australia,20
47,Luxembourg,2016,Australia,260
48,Monaco,2016,Australia,90
49,Netherlands,2016,Australia,"78,670"
50,Switzerland,2016,Australia,"14,160"
51,Denmark,2016,Australia,"10,130"
52,Faroe Islands,2016,Australia,20
53,Finland,2016,Australia,"9,050"
54,Greenland,2016,Australia,40
55,Iceland,2016,Australia,570
56,Norway,2016,Australia,"4,390"
57,Sweden,2016,Australia,"11,640"
58,Aland Islands,2016,Australia,30
59,Andorra,2016,Australia,30
60,Gibraltar,2016,Australia,490
61,Holy See,2016,Australia,0
62,Italy,2016,Australia,"195,760"
63,Malta,2016,Australia,"43,020"
64,Portugal,2016,Australia,"19,130"
65,San Marino,2016,Australia,10
66,Spain,2016,Australia,"18,090"
67,Albania,2016,Australia,"3,530"
68,Bosnia/Herzegov,2016,Australia,"36,060"
69,Bulgaria,2016,Australia,"4,010"
70,Croatia,2016,Australia,"60,170"
71,Cyprus,2016,Australia,"19,690"
72,North Macedonia,2016,Australia,"49,680"
73,Greece,2016,Australia,"113,420"
74,Moldova,2016,Australia,"1,160"
75,Romania,2016,Australia,"16,970"
76,Slovenia,2016,Australia,"8,000"
77,Montenegro,2016,Australia,"2,070"
78,Serbia,2016,Australia,"33,380"
79,Kosovo,2016,Australia,"1,470"
80,Belarus,2016,Australia,"2,230"
81,Czechia,2016,Australia,"13,110"
82,Estonia,2016,Australia,"3,450"
83,Hungary,2016,Australia,"20,790"
84,Latvia,2016,Australia,"4,840"
85,Lithuania,2016,Australia,"3,440"
86,Poland,2016,Australia,"53,670"
87,Russia,2016,Australia,"26,490"
88,Slovakia,2016,Australia,"6,790"
89,Ukraine,2016,Australia,"17,180"
90,Algeria,2016,Australia,"1,640"
91,Egypt,2016,Australia,"45,220"
92,Libya,2016,Australia,"2,870"
93,Morocco,2016,Australia,"2,240"
94,Sudan,2016,Australia,"19,140"
95,Tunisia,2016,Australia,680
96,Western Sahara,2016,Australia,10
97,Sp North Africa,2016,Australia,0
98,South Sudan,2016,Australia,"8,430"
99,Bahrain,2016,Australia,"1,820"
100,Gaza Str/W Bank,2016,Australia,"3,230"
101,Iran,2016,Australia,"66,150"
102,Iraq,2016,Australia,"74,680"
103,Israel,2016,Australia,"11,350"
104,Jordan,2016,Australia,"6,950"
105,Kuwait,2016,Australia,"6,920"
106,Lebanon,2016,Australia,"93,720"
107,Oman,2016,Australia,"1,840"
108,Qatar,2016,Australia,"1,260"
109,Saudi Arabia,2016,Australia,"14,480"
110,Syria,2016,Australia,"16,320"
111,Turkey,2016,Australia,"39,920"
112,Unit Arab Emir,2016,Australia,"9,170"
113,Yemen,2016,Australia,770
114,Myanmar,2016,Australia,"34,070"
115,Cambodia,2016,Australia,"35,100"
116,Laos,2016,Australia,"10,950"
117,Thailand,2016,Australia,"71,250"
118,Vietnam,2016,Australia,"243,220"
119,Brunei,2016,Australia,"2,950"
120,Indonesia,2016,Australia,"78,970"
121,Malaysia,2016,Australia,"152,900"
122,Philippines,2016,Australia,"252,690"
123,Singapore,2016,Australia,"59,120"
124,Timor-Leste,2016,Australia,"9,780"
125,China,2016,Australia,"557,690"
126,Hong Kong,2016,Australia,"97,590"
127,Macau,2016,Australia,"2,930"
128,Mongolia,2016,Australia,"2,560"
129,Taiwan,2016,Australia,"54,040"
130,Japan,2016,Australia,"49,040"
131,"Korea, North",2016,Australia,240
132,"Korea, South",2016,Australia,"111,570"
133,Bangladesh,2016,Australia,"46,250"
134,Bhutan,2016,Australia,"6,420"
135,India,2016,Australia,"489,410"
136,Maldives,2016,Australia,610
137,Nepal,2016,Australia,"58,980"
138,Pakistan,2016,Australia,"69,660"
139,Sri Lanka,2016,Australia,"124,500"
140,Afghanistan,2016,Australia,"53,670"
141,Armenia,2016,Australia,"1,520"
142,Azerbaijan,2016,Australia,680
143,Georgia,2016,Australia,650
144,Kazakhstan,2016,Australia,"2,020"
145,Kyrgyzstan,2016,Australia,520
146,Tajikistan,2016,Australia,160
147,Turkmenistan,2016,Australia,110
148,Uzbekistan,2016,Australia,"1,950"
149,Bermuda,2016,Australia,580
150,Canada,2016,Australia,"53,750"
151,St Pierre/Mique,2016,Australia,0
152,USA,2016,Australia,"105,750"
153,Argentina,2016,Australia,"16,020"
154,Bolivia,2016,Australia,"1,080"
155,Brazil,2016,Australia,"32,900"
156,Chile,2016,Australia,"31,040"
157,Colombia,2016,Australia,"22,680"
158,Ecuador,2016,Australia,"2,710"
159,Falkland Is,2016,Australia,120
160,French Guiana,2016,Australia,20
161,Guyana,2016,Australia,670
162,Paraguay,2016,Australia,510
163,Peru,2016,Australia,"11,570"
164,Suriname,2016,Australia,160
165,Uruguay,2016,Australia,"10,620"
166,Venezuela,2016,Australia,"6,470"
167,"S America, nec",2016,Australia,0
168,Belize,2016,Australia,80
169,Costa Rica,2016,Australia,530
170,El Salvador,2016,Australia,"11,430"
171,Guatemala,2016,Australia,550
172,Honduras,2016,Australia,310
173,Mexico,2016,Australia,"5,920"
174,Nicaragua,2016,Australia,870
175,Panama,2016,Australia,260
176,Anguilla,2016,Australia,20
177,Antigua/Barbuda,2016,Australia,60
178,Aruba,2016,Australia,70
179,Bahamas,2016,Australia,310
180,Barbados,2016,Australia,450
181,Cayman Islands,2016,Australia,150
182,Cuba,2016,Australia,900
183,Dominica,2016,Australia,40
184,Dominican Rep,2016,Australia,210
185,Grenada,2016,Australia,140
186,Guadeloupe,2016,Australia,20
187,Haiti,2016,Australia,120
188,Jamaica,2016,Australia,"1,280"
189,Martinique,2016,Australia,40
190,Montserrat,2016,Australia,10
191,Puerto Rico,2016,Australia,180
192,St Kitts/Nevis,2016,Australia,50
193,St Lucia,2016,Australia,70
194,St Vinc/Grenad,2016,Australia,70
195,Trinidad/Tobago,2016,Australia,"1,880"
196,Turks/Caicos Is,2016,Australia,0
197,"Virgin Is, Brit",2016,Australia,30
198,"Virgin Is, US",2016,Australia,20
199,St Barthelemy,2016,Australia,0
200,St Martin (Fr),2016,Australia,0
201,Bonaire/SE/Saba,2016,Australia,10
202,Curacao,2016,Australia,150
203,Sint Maarten Dp,2016,Australia,10
204,Benin,2016,Australia,100
205,Burkina Faso,2016,Australia,60
206,Cameroon,2016,Australia,480
207,Cabo Verde,2016,Australia,40
208,Cent Africa Rep,2016,Australia,40
209,Chad,2016,Australia,60
210,"Congo, Rep",2016,Australia,"1,700"
211,"Congo, Dem Rep",2016,Australia,"4,810"
212,Cote d'Ivoire,2016,Australia,600
213,Equator Guinea,2016,Australia,10
214,Gabon,2016,Australia,50
215,Gambia,2016,Australia,130
216,Ghana,2016,Australia,"6,300"
217,Guinea,2016,Australia,960
218,Guinea-Bissau,2016,Australia,20
219,Liberia,2016,Australia,"3,580"
220,Mali,2016,Australia,80
221,Mauritania,2016,Australia,60
222,Niger,2016,Australia,30
223,Nigeria,2016,Australia,"9,800"
224,Sao Tome/Princ,2016,Australia,20
225,Senegal,2016,Australia,460
226,Sierra Leone,2016,Australia,"4,050"
227,Togo,2016,Australia,370
228,Angola,2016,Australia,560
229,Botswana,2016,Australia,"1,370"
230,Burundi,2016,Australia,"2,510"
231,Comoros,2016,Australia,20
232,Djibouti,2016,Australia,200
233,Eritrea,2016,Australia,"5,140"
234,Ethiopia,2016,Australia,"14,000"
235,Kenya,2016,Australia,"21,090"
236,Lesotho,2016,Australia,150
237,Madagascar,2016,Australia,310
238,Malawi,2016,Australia,"1,490"
239,Mauritius,2016,Australia,"29,300"
240,Mayotte,2016,Australia,0
241,Mozambique,2016,Australia,"1,020"
242,Namibia,2016,Australia,"1,510"
243,Reunion,2016,Australia,230
244,Rwanda,2016,Australia,"1,040"
245,St Helena,2016,Australia,40
246,Seychelles,2016,Australia,"3,020"
247,Somalia,2016,Australia,"9,220"
248,South Africa,2016,Australia,"180,480"
249,Eswatini,2016,Australia,380
250,Tanzania,2016,Australia,"4,600"
251,Uganda,2016,Australia,"4,010"
252,Zambia,2016,Australia,"7,480"
253,Zimbabwe,2016,Australia,"41,570"
254,"S & E Afr, nec",2016,Australia,20
255,Inadequately described,2016,Australia,0
256,Australia,2016,New South Wales,"5,406,420"
257,Norfolk Island,2016,New South Wales,120
258,"Aust E T, nec",2016,New South Wales,0
259,New Zealand,2016,New South Wales,"127,910"
260,New Caledonia,2016,New South Wales,620
261,PNG,2016,New South Wales,"6,460"
262,Solomon Islands,2016,New South Wales,640
263,Vanuatu,2016,New South Wales,520
264,Guam,2016,New South Wales,30
265,Kiribati,2016,New South Wales,140
266,Marshall Is,2016,New South Wales,10
267,"Micronesia, F S",2016,New South Wales,10
268,Nauru,2016,New South Wales,90
269,N Mariana Is,2016,New South Wales,10
270,Palau,2016,New South Wales,0
271,Cook Islands,2016,New South Wales,"2,600"
272,Fiji,2016,New South Wales,"40,570"
273,French Poly,2016,New South Wales,200
274,Niue,2016,New South Wales,400
275,Samoa,2016,New South Wales,"10,810"
276,Samoa American,2016,New South Wales,130
277,Tokelau,2016,New South Wales,330
278,Tonga,2016,New South Wales,"6,990"
279,Tuvalu,2016,New South Wales,20
280,Wallis/Futuna,2016,New South Wales,10
281,Pitcairn Is,2016,New South Wales,10
282,"Polynesia, nec",2016,New South Wales,0
283,Adelie Land,2016,New South Wales,0
284,Argentinian A T,2016,New South Wales,0
285,Australian A T,2016,New South Wales,0
286,British A T,2016,New South Wales,0
287,Chilean A T,2016,New South Wales,0
288,Queen Maud Land,2016,New South Wales,0
289,Ross Dependency,2016,New South Wales,0
290,England,2016,New South Wales,"250,660"
291,Isle of Man,2016,New South Wales,230
292,N'thern Ireland,2016,New South Wales,"7,010"
293,Scotland,2016,New South Wales,"33,080"
294,Wales,2016,New South Wales,"8,550"
295,Guernsey,2016,New South Wales,200
296,Jersey,2016,New South Wales,390
297,Ireland,2016,New South Wales,"28,200"
298,Austria,2016,New South Wales,"5,860"
299,Belgium,2016,New South Wales,"2,370"
300,France,2016,New South Wales,"14,140"
301,Germany,2016,New South Wales,"33,660"
302,Liechtenstein,2016,New South Wales,10
303,Luxembourg,2016,New South Wales,70
304,Monaco,2016,New South Wales,30
305,Netherlands,2016,New South Wales,"18,930"
306,Switzerland,2016,New South Wales,"4,490"
307,Denmark,2016,New South Wales,"3,050"
308,Faroe Islands,2016,New South Wales,10
309,Finland,2016,New South Wales,"2,710"
310,Greenland,2016,New South Wales,10
311,Iceland,2016,New South Wales,150
312,Norway,2016,New South Wales,"1,450"
313,Sweden,2016,New South Wales,"4,170"
314,Aland Islands,2016,New South Wales,10
315,Andorra,2016,New South Wales,10
316,Gibraltar,2016,New South Wales,110
317,Holy See,2016,New South Wales,0
318,Italy,2016,New South Wales,"55,980"
319,Malta,2016,New South Wales,"16,530"
320,Portugal,2016,New South Wales,"10,140"
321,San Marino,2016,New South Wales,10
322,Spain,2016,New South Wales,"7,530"
323,Albania,2016,New South Wales,370
324,Bosnia/Herzegov,2016,New South Wales,"10,950"
325,Bulgaria,2016,New South Wales,"1,310"
326,Croatia,2016,New South Wales,"21,580"
327,Cyprus,2016,New South Wales,"7,250"
328,North Macedonia,2016,New South Wales,"20,750"
329,Greece,2016,New South Wales,"35,970"
330,Moldova,2016,New South Wales,290
331,Romania,2016,New South Wales,"4,090"
332,Slovenia,2016,New South Wales,"2,580"
333,Montenegro,2016,New South Wales,670
334,Serbia,2016,New South Wales,"11,620"
335,Kosovo,2016,New South Wales,320
336,Belarus,2016,New South Wales,610
337,Czechia,2016,New South Wales,"5,540"
338,Estonia,2016,New South Wales,"1,080"
339,Hungary,2016,New South Wales,"7,440"
340,Latvia,2016,New South Wales,"1,510"
341,Lithuania,2016,New South Wales,"1,380"
342,Poland,2016,New South Wales,"16,060"
343,Russia,2016,New South Wales,"9,910"
344,Slovakia,2016,New South Wales,"3,300"
345,Ukraine,2016,New South Wales,"6,230"
346,Algeria,2016,New South Wales,710
347,Egypt,2016,New South Wales,"22,380"
348,Libya,2016,New South Wales,800
349,Morocco,2016,New South Wales,880
350,Sudan,2016,New South Wales,"5,680"
351,Tunisia,2016,New South Wales,270
352,Western Sahara,2016,New South Wales,10
353,Sp North Africa,2016,New South Wales,0
354,South Sudan,2016,New South Wales,"1,060"
355,Bahrain,2016,New South Wales,580
356,Gaza Str/W Bank,2016,New South Wales,"1,830"
357,Iran,2016,New South Wales,"26,220"
358,Iraq,2016,New South Wales,"44,540"
359,Israel,2016,New South Wales,"4,190"
360,Jordan,2016,New South Wales,"4,460"
361,Kuwait,2016,New South Wales,"2,980"
362,Lebanon,2016,New South Wales,"68,360"
363,Oman,2016,New South Wales,420
364,Qatar,2016,New South Wales,400
365,Saudi Arabia,2016,New South Wales,"4,090"
366,Syria,2016,New South Wales,"9,970"
367,Turkey,2016,New South Wales,"15,910"
368,Unit Arab Emir,2016,New South Wales,"2,870"
369,Yemen,2016,New South Wales,270
370,Myanmar,2016,New South Wales,"7,440"
371,Cambodia,2016,New South Wales,"13,110"
372,Laos,2016,New South Wales,"5,520"
373,Thailand,2016,New South Wales,"28,740"
374,Vietnam,2016,New South Wales,"92,890"
375,Brunei,2016,New South Wales,510
376,Indonesia,2016,New South Wales,"34,070"
377,Malaysia,2016,New South Wales,"34,930"
378,Philippines,2016,New South Wales,"94,110"
379,Singapore,2016,New South Wales,"13,660"
380,Timor-Leste,2016,New South Wales,"2,190"
381,China,2016,New South Wales,"256,050"
382,Hong Kong,2016,New South Wales,"47,290"
383,Macau,2016,New South Wales,"1,360"
384,Mongolia,2016,New South Wales,"1,770"
385,Taiwan,2016,New South Wales,"15,380"
386,Japan,2016,New South Wales,"16,170"
387,"Korea, North",2016,New South Wales,150
388,"Korea, South",2016,New South Wales,"58,030"
389,Bangladesh,2016,New South Wales,"27,230"
390,Bhutan,2016,New South Wales,730
391,India,2016,New South Wales,"153,800"
392,Maldives,2016,New South Wales,70
393,Nepal,2016,New South Wales,"34,470"
394,Pakistan,2016,New South Wales,"27,470"
395,Sri Lanka,2016,New South Wales,"32,580"
396,Afghanistan,2016,New South Wales,"14,830"
397,Armenia,2016,New South Wales,870
398,Azerbaijan,2016,New South Wales,210
399,Georgia,2016,New South Wales,250
400,Kazakhstan,2016,New South Wales,650
401,Kyrgyzstan,2016,New South Wales,130
402,Tajikistan,2016,New South Wales,60
403,Turkmenistan,2016,New South Wales,40
404,Uzbekistan,2016,New South Wales,650
405,Bermuda,2016,New South Wales,170
406,Canada,2016,New South Wales,"16,580"
407,St Pierre/Mique,2016,New South Wales,0
408,USA,2016,New South Wales,"36,930"
409,Argentina,2016,New South Wales,"7,500"
410,Bolivia,2016,New South Wales,670
411,Brazil,2016,New South Wales,"14,640"
412,Chile,2016,New South Wales,"15,510"
413,Colombia,2016,New South Wales,"8,060"
414,Ecuador,2016,New South Wales,"1,650"
415,Falkland Is,2016,New South Wales,30
416,French Guiana,2016,New South Wales,10
417,Guyana,2016,New South Wales,190
418,Paraguay,2016,New South Wales,270
419,Peru,2016,New South Wales,"6,920"
420,Suriname,2016,New South Wales,40
421,Uruguay,2016,New South Wales,"7,320"
422,Venezuela,2016,New South Wales,"2,200"
423,"S America, nec",2016,New South Wales,0
424,Belize,2016,New South Wales,30
425,Costa Rica,2016,New South Wales,230
426,El Salvador,2016,New South Wales,"2,210"
427,Guatemala,2016,New South Wales,180
428,Honduras,2016,New South Wales,120
429,Mexico,2016,New South Wales,"2,080"
430,Nicaragua,2016,New South Wales,500
431,Panama,2016,New South Wales,120
432,Anguilla,2016,New South Wales,10
433,Antigua/Barbuda,2016,New South Wales,10
434,Aruba,2016,New South Wales,20
435,Bahamas,2016,New South Wales,70
436,Barbados,2016,New South Wales,100
437,Cayman Islands,2016,New South Wales,50
438,Cuba,2016,New South Wales,360
439,Dominica,2016,New South Wales,10
440,Dominican Rep,2016,New South Wales,60
441,Grenada,2016,New South Wales,70
442,Guadeloupe,2016,New South Wales,10
443,Haiti,2016,New South Wales,40
444,Jamaica,2016,New South Wales,360
445,Martinique,2016,New South Wales,10
446,Montserrat,2016,New South Wales,0
447,Puerto Rico,2016,New South Wales,60
448,St Kitts/Nevis,2016,New South Wales,20
449,St Lucia,2016,New South Wales,20
450,St Vinc/Grenad,2016,New South Wales,30
451,Trinidad/Tobago,2016,New South Wales,430
452,Turks/Caicos Is,2016,New South Wales,0
453,"Virgin Is, Brit",2016,New South Wales,10
454,"Virgin Is, US",2016,New South Wales,10
455,St Barthelemy,2016,New South Wales,0
456,St Martin (Fr),2016,New South Wales,0
457,Bonaire/SE/Saba,2016,New South Wales,0
458,Curacao,2016,New South Wales,50
459,Sint Maarten Dp,2016,New South Wales,0
460,Benin,2016,New South Wales,30
461,Burkina Faso,2016,New South Wales,20
462,Cameroon,2016,New South Wales,120
463,Cabo Verde,2016,New South Wales,10
464,Cent Africa Rep,2016,New South Wales,0
465,Chad,2016,New South Wales,20
466,"Congo, Rep",2016,New South Wales,300
467,"Congo, Dem Rep",2016,New South Wales,630
468,Cote d'Ivoire,2016,New South Wales,130
469,Equator Guinea,2016,New South Wales,10
470,Gabon,2016,New South Wales,30
471,Gambia,2016,New South Wales,60
472,Ghana,2016,New South Wales,"2,930"
473,Guinea,2016,New South Wales,280
474,Guinea-Bissau,2016,New South Wales,20
475,Liberia,2016,New South Wales,700
476,Mali,2016,New South Wales,20
477,Mauritania,2016,New South Wales,40
478,Niger,2016,New South Wales,10
479,Nigeria,2016,New South Wales,"3,120"
480,Sao Tome/Princ,2016,New South Wales,10
481,Senegal,2016,New South Wales,200
482,Sierra Leone,2016,New South Wales,"1,910"
483,Togo,2016,New South Wales,100
484,Angola,2016,New South Wales,190
485,Botswana,2016,New South Wales,280
486,Burundi,2016,New South Wales,230
487,Comoros,2016,New South Wales,0
488,Djibouti,2016,New South Wales,40
489,Eritrea,2016,New South Wales,340
490,Ethiopia,2016,New South Wales,"1,490"
491,Kenya,2016,New South Wales,"3,820"
492,Lesotho,2016,New South Wales,50
493,Madagascar,2016,New South Wales,70
494,Malawi,2016,New South Wales,240
495,Mauritius,2016,New South Wales,"6,810"
496,Mayotte,2016,New South Wales,0
497,Mozambique,2016,New South Wales,250
498,Namibia,2016,New South Wales,310
499,Reunion,2016,New South Wales,70
500,Rwanda,2016,New South Wales,160
501,St Helena,2016,New South Wales,10
502,Seychelles,2016,New South Wales,280
503,Somalia,2016,New South Wales,960
504,South Africa,2016,New South Wales,"47,740"
505,Eswatini,2016,New South Wales,100
506,Tanzania,2016,New South Wales,970
507,Uganda,2016,New South Wales,950
508,Zambia,2016,New South Wales,"1,330"
509,Zimbabwe,2016,New South Wales,"7,700"
510,"S & E Afr, nec",2016,New South Wales,10
511,Inadequately described,2016,New South Wales,0
512,Australia,2016,Victoria,"4,280,630"
513,Norfolk Island,2016,Victoria,20
514,"Aust E T, nec",2016,Victoria,0
515,New Zealand,2016,Victoria,"102,720"
516,New Caledonia,2016,Victoria,160
517,PNG,2016,Victoria,"3,080"
518,Solomon Islands,2016,Victoria,220
519,Vanuatu,2016,Victoria,190
520,Guam,2016,Victoria,20
521,Kiribati,2016,Victoria,130
522,Marshall Is,2016,Victoria,20
523,"Micronesia, F S",2016,Victoria,10
524,Nauru,2016,Victoria,300
525,N Mariana Is,2016,Victoria,10
526,Palau,2016,Victoria,0
527,Cook Islands,2016,Victoria,"2,290"
528,Fiji,2016,Victoria,"13,100"
529,French Poly,2016,Victoria,50
530,Niue,2016,Victoria,130
531,Samoa,2016,Victoria,"7,440"
532,Samoa American,2016,Victoria,110
533,Tokelau,2016,Victoria,30
534,Tonga,2016,Victoria,"2,060"
535,Tuvalu,2016,Victoria,50
536,Wallis/Futuna,2016,Victoria,0
537,Pitcairn Is,2016,Victoria,0
538,"Polynesia, nec",2016,Victoria,0
539,Adelie Land,2016,Victoria,0
540,Argentinian A T,2016,Victoria,0
541,Australian A T,2016,Victoria,0
542,British A T,2016,Victoria,0
543,Chilean A T,2016,Victoria,0
544,Queen Maud Land,2016,Victoria,0
545,Ross Dependency,2016,Victoria,0
546,England,2016,Victoria,"192,730"
547,Isle of Man,2016,Victoria,150
548,N'thern Ireland,2016,Victoria,"6,640"
549,Scotland,2016,Victoria,"30,290"
550,Wales,2016,Victoria,"5,460"
551,Guernsey,2016,Victoria,160
552,Jersey,2016,Victoria,160
553,Ireland,2016,Victoria,"18,190"
554,Austria,2016,Victoria,"4,680"
555,Belgium,2016,Victoria,"1,700"
556,France,2016,Victoria,"8,580"
557,Germany,2016,Victoria,"29,970"
558,Liechtenstein,2016,Victoria,10
559,Luxembourg,2016,Victoria,80
560,Monaco,2016,Victoria,20
561,Netherlands,2016,Victoria,"22,200"
562,Switzerland,2016,Victoria,"2,860"
563,Denmark,2016,Victoria,"1,820"
564,Faroe Islands,2016,Victoria,0
565,Finland,2016,Victoria,"1,520"
566,Greenland,2016,Victoria,20
567,Iceland,2016,Victoria,110
568,Norway,2016,Victoria,870
569,Sweden,2016,Victoria,"2,560"
570,Aland Islands,2016,Victoria,10
571,Andorra,2016,Victoria,10
572,Gibraltar,2016,Victoria,110
573,Holy See,2016,Victoria,0
574,Italy,2016,Victoria,"79,100"
575,Malta,2016,Victoria,"20,570"
576,Portugal,2016,Victoria,"3,380"
577,San Marino,2016,Victoria,0
578,Spain,2016,Victoria,"4,160"
579,Albania,2016,Victoria,"2,060"
580,Bosnia/Herzegov,2016,Victoria,"12,790"
581,Bulgaria,2016,Victoria,"1,260"
582,Croatia,2016,Victoria,"21,190"
583,Cyprus,2016,Victoria,"8,860"
584,North Macedonia,2016,Victoria,"22,040"
585,Greece,2016,Victoria,"57,010"
586,Moldova,2016,Victoria,590
587,Romania,2016,Victoria,"6,400"
588,Slovenia,2016,Victoria,"3,060"
589,Montenegro,2016,Victoria,830
590,Serbia,2016,Victoria,"11,760"
591,Kosovo,2016,Victoria,780
592,Belarus,2016,Victoria,"1,150"
593,Czechia,2016,Victoria,"2,840"
594,Estonia,2016,Victoria,570
595,Hungary,2016,Victoria,"5,740"
596,Latvia,2016,Victoria,"1,570"
597,Lithuania,2016,Victoria,"1,050"
598,Poland,2016,Victoria,"17,330"
599,Russia,2016,Victoria,"8,190"
600,Slovakia,2016,Victoria,"1,220"
601,Ukraine,2016,Victoria,"6,870"
602,Algeria,2016,Victoria,360
603,Egypt,2016,Victoria,"15,100"
604,Libya,2016,Victoria,"1,200"
605,Morocco,2016,Victoria,720
606,Sudan,2016,Victoria,"6,420"
607,Tunisia,2016,Victoria,200
608,Western Sahara,2016,Victoria,0
609,Sp North Africa,2016,Victoria,0
